,Book,Chapter,Verse,Original Text,Formatted Text
15,Nephi1,1.0,16," And now I, Nephi, do not make a full account of the things which my father hath written, for he hath written many things which he saw in visions and in dreams; and he also hath written many things which he prophesied and spake unto his children, of which I shall not make a full account.", and now i  nephi  do not make a full account of the things which my father hath written  for he hath written many things which he saw in visions and in dreams  and he also hath written many things which he prophesied and spake unto his children  of which i shall not make a full account 
16,Nephi1,1.0,17," But I shall make an account of my proceedings in my days. Behold, I make an abridgment of the record of my father, upon plates which I have made with mine own hands; wherefore, after I have abridged the record of my father then will I make an account of mine own life.", but i shall make an account of my proceedings in my days  behold  i make an abridgment of the record of my father  upon plates which i have made with mine own hands  wherefore  after i have abridged the record of my father then will i make an account of mine own life 
17,Nephi1,1.0,18," Therefore, I would that ye should know, that after the Lord had shown so many marvelous things unto my father, Lehi, yea, concerning the destruction of Jerusalem, behold he went forth among the people, and began to prophesy and to declare unto them concerning the things which he had both seen and heard.", therefore  i would that ye should know  that after the lord had shown so many marvelous things unto my father  lehi  yea  concerning the destruction of jerusalem  behold he went forth among the people  and began to prophesy and to declare unto them concerning the things which he had both seen and heard 
18,Nephi1,1.0,19," And it came to pass that the Jews did mock him because of the things which he testified of them; for he truly testified of their wickedness and their abominations; and he testified that the things which he saw and heard, and also the things which he read in the book, manifested plainly of the coming of the Messiah, and also the redemption of the world.", and it came to pass that the jews did mock him because of the things which he testified of them  for he truly testified of their wickedness and their abominations  and he testified that the things which he saw and heard  and also the things which he read in the book  manifested plainly of the coming of the messiah  and also the redemption of the world 
19,Nephi1,1.0,20," And when the Jews heard these things they were angry with him; yea, even as with the prophets of old, whom they had cast out, and stoned, and slain; and they also sought his life, that they might take it away. But behold, I, Nephi, will show unto you that the tender mercies of the Lord are over all those whom he hath chosen, because of their faith, to make them mighty even unto the power of deliverance.", and when the jews heard these things they were angry with him  yea  even as with the prophets of old  whom they had cast out  and stoned  and slain  and they also sought his life  that they might take it away  but behold  i  nephi  will show unto you that the tender mercies of the lord are over all those whom he hath chosen  because of their faith  to make them mighty even unto the power of deliverance 
20,Nephi1,2.0,1,"For behold, it came to pass that the Lord spake unto my father, yea, even in a dream, and said unto him",for behold  it came to pass that the lord spake unto my father  yea  even in a dream  and said unto him
21,Nephi1,2.0,2,"And it came to pass that the Lord commanded my father, even in a dream, that he should take his family and depart into the wilderness.",and it came to pass that the lord commanded my father  even in a dream  that he should take his family and depart into the wilderness 
22,Nephi1,2.0,3,"And it came to pass that he was obedient unto the word of the Lord, wherefore he did as the Lord commanded him.",and it came to pass that he was obedient unto the word of the lord  wherefore he did as the lord commanded him 
23,Nephi1,2.0,4,"And it came to pass that he departed into the wilderness. And he left his house, and the land of his inheritance, and his gold, and his silver, and his precious things, and took nothing with him, save it were his family, and provisions, and tents, and departed into the wilderness.",and it came to pass that he departed into the wilderness  and he left his house  and the land of his inheritance  and his gold  and his silver  and his precious things  and took nothing with him  save it were his family  and provisions  and tents  and departed into the wilderness 
24,Nephi1,2.0,5,"And he came down by the borders near the shore of the Red Sea; and he traveled in the wilderness in the borders which are nearer the Red Sea; and he did travel in the wilderness with his family, which consisted of my mother, Sariah, and my elder brothers, who were Laman, Lemuel, and Sam.",and he came down by the borders near the shore of the red sea  and he traveled in the wilderness in the borders which are nearer the red sea  and he did travel in the wilderness with his family  which consisted of my mother  sariah  and my elder brothers  who were laman  lemuel  and sam 
25,Nephi1,2.0,6,"And it came to pass that when he had traveled three days in the wilderness, he pitched his tent in a valley by the side of a river of water.",and it came to pass that when he had traveled three days in the wilderness  he pitched his tent in a valley by the side of a river of water 
26,Nephi1,2.0,7,"And it came to pass that he built an altar of stones, and made an offering unto the Lord, and gave thanks unto the Lord our God.",and it came to pass that he built an altar of stones  and made an offering unto the lord  and gave thanks unto the lord our god 
27,Nephi1,2.0,8,"And it came to pass that he called the name of the river, Laman, and it emptied into the Red Sea; and the valley was in the borders near the mouth thereof.",and it came to pass that he called the name of the river  laman  and it emptied into the red sea  and the valley was in the borders near the mouth thereof 
28,Nephi1,2.0,9,"And when my father saw that the waters of the river emptied into the fountain of the Red Sea, he spake unto Laman, saying",and when my father saw that the waters of the river emptied into the fountain of the red sea  he spake unto laman  saying
29,Nephi1,2.0,10, And he also spake unto Lemuel, and he also spake unto lemuel
30,Nephi1,2.0,11," Now this he spake because of the stiffneckedness of Laman and Lemuel; for behold they did murmur in many things against their father, because he was a visionary man, and had led them out of the land of Jerusalem, to leave the land of their inheritance, and their gold, and their silver, and their precious things, to perish in the wilderness. And this they said he had done because of the foolish imaginations of his heart.", now this he spake because of the stiffneckedness of laman and lemuel  for behold they did murmur in many things against their father  because he was a visionary man  and had led them out of the land of jerusalem  to leave the land of their inheritance  and their gold  and their silver  and their precious things  to perish in the wilderness  and this they said he had done because of the foolish imaginations of his heart 
31,Nephi1,2.0,12," And thus Laman and Lemuel, being the eldest, did murmur against their father. And they did murmur because they knew not the dealings of that God who had created them. ", and thus laman and lemuel  being the eldest  did murmur against their father  and they did murmur because they knew not the dealings of that god who had created them  
32,Nephi1,2.0,13," Neither did they believe that Jerusalem, that great city, could be destroyed according to the words of the prophets. And they were like unto the Jews who were at Jerusalem, who sought to take away the life of my father.", neither did they believe that jerusalem  that great city  could be destroyed according to the words of the prophets  and they were like unto the jews who were at jerusalem  who sought to take away the life of my father 
33,Nephi1,2.0,14," And it came to pass that my father did speak unto them in the valley of Lemuel, with power, being filled with the Spirit, until their frames did shake before him. And he did confound them, that they durst not utter against him; wherefore, they did as he commanded them.", and it came to pass that my father did speak unto them in the valley of lemuel  with power  being filled with the spirit  until their frames did shake before him  and he did confound them  that they durst not utter against him  wherefore  they did as he commanded them 
34,Nephi1,2.0,15, And my father dwelt in a tent., and my father dwelt in a tent 
35,Nephi1,2.0,16," And it came to pass that I, Nephi, being exceedingly young, nevertheless being large in stature, and also having great desires to know of the mysteries of God, wherefore, I did cry unto the Lord; and behold he did visit me, and did soften my heart that I did believe all the words which had been spoken by my father; wherefore, I did not rebel against him like unto my brothers.", and it came to pass that i  nephi  being exceedingly young  nevertheless being large in stature  and also having great desires to know of the mysteries of god  wherefore  i did cry unto the lord  and behold he did visit me  and did soften my heart that i did believe all the words which had been spoken by my father  wherefore  i did not rebel against him like unto my brothers 
36,Nephi1,2.0,17," And I spake unto Sam, making known unto him the things which the Lord had manifested unto me by his Holy Spirit. And it came to pass that he believed in my words.", and i spake unto sam  making known unto him the things which the lord had manifested unto me by his holy spirit  and it came to pass that he believed in my words 
37,Nephi1,2.0,18," But, behold, Laman and Lemuel would not hearken unto my words; and being grieved because of the hardness of their hearts I cried unto the Lord for them.", but  behold  laman and lemuel would not hearken unto my words  and being grieved because of the hardness of their hearts i cried unto the lord for them 
38,Nephi1,2.0,19," And it came to pass that the Lord spake unto me, saying", and it came to pass that the lord spake unto me  saying
39,Nephi1,2.0,20," And inasmuch as ye shall keep my commandments, ye shall prosper, and shall be led to a land of promise; yea, even a land which I have prepared for you; yea, a land which is choice above all other lands.", and inasmuch as ye shall keep my commandments  ye shall prosper  and shall be led to a land of promise  yea  even a land which i have prepared for you  yea  a land which is choice above all other lands 
40,Nephi1,2.0,21," And inasmuch as thy brethren shall rebel against thee, they shall be cut off from the presence of the Lord.", and inasmuch as thy brethren shall rebel against thee  they shall be cut off from the presence of the lord 
41,Nephi1,2.0,22," And inasmuch as thou shalt keep my commandments, thou shalt be made a ruler and a teacher over thy brethren.", and inasmuch as thou shalt keep my commandments  thou shalt be made a ruler and a teacher over thy brethren 
42,Nephi1,2.0,23," For behold, in that day that they shall rebel against me, I will curse them even with a sore curse, and they shall have no power over thy seed except they shall rebel against me also.", for behold  in that day that they shall rebel against me  i will curse them even with a sore curse  and they shall have no power over thy seed except they shall rebel against me also 
43,Nephi1,2.0,24," And if it so be that they rebel against me, they shall be a scourge unto thy seed, to stir them up in the ways of remembrance.", and if it so be that they rebel against me  they shall be a scourge unto thy seed  to stir them up in the ways of remembrance 
44,Nephi1,3.0,1,"And it came to pass that I, Nephi, returned from speaking with the Lord, to the tent of my father.",and it came to pass that i  nephi  returned from speaking with the lord  to the tent of my father 
45,Nephi1,3.0,2,"And it came to pass that he spake unto me, saying",and it came to pass that he spake unto me  saying
46,Nephi1,3.0,3,"For behold, Laban hath the record of the Jews and also a genealogy of my forefathers, and they are engraven upon plates of brass.",for behold  laban hath the record of the jews and also a genealogy of my forefathers  and they are engraven upon plates of brass 
47,Nephi1,3.0,4,"Wherefore, the Lord hath commanded me that thou and thy brothers should go unto the house of Laban, and seek the records, and bring them down hither into the wilderness.",wherefore  the lord hath commanded me that thou and thy brothers should go unto the house of laban  and seek the records  and bring them down hither into the wilderness 
48,Nephi1,3.0,5,"And now, behold thy brothers murmur, saying it is a hard thingwhich I have required of them; but behold I have not required it of them, but it is a commandment of the Lord.",and now  behold thy brothers murmur  saying it is a hard thingwhich i have required of them  but behold i have not required it of them  but it is a commandment of the lord 
49,Nephi1,3.0,6,"Therefore go, my son, and thou shalt be favored of the Lord, because thou hast not murmured.",therefore go  my son  and thou shalt be favored of the lord  because thou hast not murmured 
50,Nephi1,3.0,7,"And it came to pass that I, Nephi, said unto my father",and it came to pass that i  nephi  said unto my father
51,Nephi1,3.0,8,"And it came to pass that when my father had heard these words he was exceedingly glad, for he knew that I had been blessed of the Lord.",and it came to pass that when my father had heard these words he was exceedingly glad  for he knew that i had been blessed of the lord 
52,Nephi1,3.0,9,"And I, Nephi, and my brethren took our journey in the wilderness, with our tents, to go up to the land of Jerusalem.",and i  nephi  and my brethren took our journey in the wilderness  with our tents  to go up to the land of jerusalem 
53,Nephi1,3.0,10," And it came to pass that when we had gone up to the land of Jerusalem, I and my brethren did consult one with another.", and it came to pass that when we had gone up to the land of jerusalem  i and my brethren did consult one with another 
54,Nephi1,3.0,11," And we cast lots--who of us should go in unto the house of Laban. And it came to pass that the lot fell upon Laman; and Laman went in unto the house of Laban, and he talked with him as he sat in his house.", and we cast lots  who of us should go in unto the house of laban  and it came to pass that the lot fell upon laman  and laman went in unto the house of laban  and he talked with him as he sat in his house 
55,Nephi1,3.0,12," And he desired of Laban the records which were engraven upon the plates of brass, which contained the genealogy of my father.", and he desired of laban the records which were engraven upon the plates of brass  which contained the genealogy of my father 
56,Nephi1,3.0,13," And behold, it came to pass that Laban was angry, and thrust him out from his presence; and he would not that he should have the records. Wherefore, he said unto him", and behold  it came to pass that laban was angry  and thrust him out from his presence  and he would not that he should have the records  wherefore  he said unto him
57,Nephi1,3.0,14," But Laman fled out of his presence, and told the things which Laban had done, unto us. And we began to be exceedingly sorrowful, and my brethren were about to return unto my father in the wilderness.", but laman fled out of his presence  and told the things which laban had done  unto us  and we began to be exceedingly sorrowful  and my brethren were about to return unto my father in the wilderness 
58,Nephi1,3.0,15, But behold I said unto them that, but behold i said unto them that
59,Nephi1,3.0,16," Wherefore, let us be faithful in keeping the commandments of the Lord; therefore let us go down to the land of our father's inheritance, for behold he left gold and silver, and all manner of riches. And all this he hath done because of the commandments of the Lord.", wherefore  let us be faithful in keeping the commandments of the lord  therefore let us go down to the land of our father s inheritance  for behold he left gold and silver  and all manner of riches  and all this he hath done because of the commandments of the lord 
60,Nephi1,3.0,17," For he knew that Jerusalem must be destroyed, because of the wickedness of the people.", for he knew that jerusalem must be destroyed  because of the wickedness of the people 
61,Nephi1,3.0,18," For behold, they have rejected the words of the prophets. Wherefore, if my father should dwell in the land after he hath been commanded to flee out of the land, behold, he would also perish. Wherefore, it must needs be that he flee out of the land.", for behold  they have rejected the words of the prophets  wherefore  if my father should dwell in the land after he hath been commanded to flee out of the land  behold  he would also perish  wherefore  it must needs be that he flee out of the land 
62,Nephi1,3.0,19," And behold, it is wisdom in God that we should obtain these records, that we may preserve unto our children the language of our fathers;", and behold  it is wisdom in god that we should obtain these records  that we may preserve unto our children the language of our fathers 
63,Nephi1,3.0,20," And also that we may preserve unto them the words which have been spoken by the mouth of all the holy prophets, which have been delivered unto them by the Spirit and power of God, since the world began, even down unto this present time.", and also that we may preserve unto them the words which have been spoken by the mouth of all the holy prophets  which have been delivered unto them by the spirit and power of god  since the world began  even down unto this present time 
64,Nephi1,3.0,21," And it came to pass that after this manner of language did I persuade my brethren, that they might be faithful in keeping the commandments of God.", and it came to pass that after this manner of language did i persuade my brethren  that they might be faithful in keeping the commandments of god 
65,Nephi1,3.0,22," And it came to pass that we went down to the land of our inheritance, and we did gather together our gold, and our silver, and our precious things.", and it came to pass that we went down to the land of our inheritance  and we did gather together our gold  and our silver  and our precious things 
66,Nephi1,3.0,23," And after we had gathered these things together, we went up again unto the house of Laban.", and after we had gathered these things together  we went up again unto the house of laban 
67,Nephi1,3.0,24," And it came to pass that we went in unto Laban, and desired him that he would give unto us the records which were engraven upon the plates of brass, for which we would give unto him our gold, and our silver, and all our precious things.", and it came to pass that we went in unto laban  and desired him that he would give unto us the records which were engraven upon the plates of brass  for which we would give unto him our gold  and our silver  and all our precious things 
68,Nephi1,3.0,25," And it came to pass that when Laban saw our property, and that it was exceedingly great, he did lust after it, insomuch that he thrust us out, and sent his servants to slay us, that he might obtain our property.", and it came to pass that when laban saw our property  and that it was exceedingly great  he did lust after it  insomuch that he thrust us out  and sent his servants to slay us  that he might obtain our property 
69,Nephi1,3.0,26," And it came to pass that we did flee before the servants of Laban, and we were obliged to leave behind our property, and it fell into the hands of Laban.", and it came to pass that we did flee before the servants of laban  and we were obliged to leave behind our property  and it fell into the hands of laban 
70,Nephi1,3.0,27," And it came to pass that we fled into the wilderness, and the servants of Laban did not overtake us, and we hid ourselves in the cavity of a rock.", and it came to pass that we fled into the wilderness  and the servants of laban did not overtake us  and we hid ourselves in the cavity of a rock 
71,Nephi1,3.0,28," And it came to pass that Laman was angry with me, and also with my father; and also was Lemuel, for he hearkened unto the words of Laman. Wherefore Laman and Lemuel did speak many hard words unto us, their younger brothers, and they did smite us even with a rod.", and it came to pass that laman was angry with me  and also with my father  and also was lemuel  for he hearkened unto the words of laman  wherefore laman and lemuel did speak many hard words unto us  their younger brothers  and they did smite us even with a rod 
72,Nephi1,3.0,29," And it came to pass as they smote us with a rod, behold, an angel of the Lord came and stood before them, and he spake unto them, saying", and it came to pass as they smote us with a rod  behold  an angel of the lord came and stood before them  and he spake unto them  saying
73,Nephi1,3.0,30," And after the angel had spoken unto us, he departed.", and after the angel had spoken unto us  he departed 
74,Nephi1,3.0,31," And after the angel had departed, Laman and Lemuel again began to murmur, saying", and after the angel had departed  laman and lemuel again began to murmur  saying
75,Nephi1,4.0,1,"And it came to pass that I spake unto my brethren, saying",and it came to pass that i spake unto my brethren  saying
76,Nephi1,4.0,2,"Therefore let us go up; let us be strong like unto Moses; for he truly spake unto the waters of the Red Sea and they divided hither and thither, and our fathers came through, out of captivity, on dry ground, and the armies of Pharaoh did follow and were drowned in the waters of the Red Sea.",therefore let us go up  let us be strong like unto moses  for he truly spake unto the waters of the red sea and they divided hither and thither  and our fathers came through  out of captivity  on dry ground  and the armies of pharaoh did follow and were drowned in the waters of the red sea 
77,Nephi1,4.0,3,"Now behold ye know that this is true; and ye also know that an angel hath spoken unto you; wherefore can ye doubt? Let us go up; the Lord is able to deliver us, even as our fathers, and to destroy Laban, even as the Egyptians.",now behold ye know that this is true  and ye also know that an angel hath spoken unto you  wherefore can ye doubt  let us go up  the lord is able to deliver us  even as our fathers  and to destroy laban  even as the egyptians 
78,Nephi1,4.0,4,"Now when I had spoken these words, they were yet wroth, and did still continue to murmur; nevertheless they did follow me up until we came without the walls of Jerusalem.",now when i had spoken these words  they were yet wroth  and did still continue to murmur  nevertheless they did follow me up until we came without the walls of jerusalem 
79,Nephi1,4.0,5,"And it was by night; and I caused that they should hide themselves without the walls. And after they had hid themselves, I, Nephi, crept into the city and went forth towards the house of Laban.",and it was by night  and i caused that they should hide themselves without the walls  and after they had hid themselves  i  nephi  crept into the city and went forth towards the house of laban 
80,Nephi1,4.0,6,"And I was led by the Spirit, not knowing beforehand the things which I should do. ",and i was led by the spirit  not knowing beforehand the things which i should do  
81,Nephi1,4.0,7,"Nevertheless I went forth, and as I came near unto the house of Laban I beheld a man, and he had fallen to the earth before me, for he was drunken with wine.",nevertheless i went forth  and as i came near unto the house of laban i beheld a man  and he had fallen to the earth before me  for he was drunken with wine 
82,Nephi1,4.0,8,And when I came to him I found that it was Laban.,and when i came to him i found that it was laban 
83,Nephi1,4.0,9,"And I beheld his sword, and I drew it forth from the sheath thereof; and the hilt thereof was of pure gold, and the workmanship thereof was exceedingly fine, and I saw that the blade thereof was of the most precious steel.",and i beheld his sword  and i drew it forth from the sheath thereof  and the hilt thereof was of pure gold  and the workmanship thereof was exceedingly fine  and i saw that the blade thereof was of the most precious steel 
84,Nephi1,4.0,10, And it came to pass that I was constrained by the Spirit that I should kill Laban; but I said in my heart, and it came to pass that i was constrained by the spirit that i should kill laban  but i said in my heart
85,Nephi1,4.0,11, And the Spirit said unto me again, and the spirit said unto me again
86,Nephi1,4.0,12, And it came to pass that the Spirit said unto me again, and it came to pass that the spirit said unto me again
87,Nephi1,4.0,13, Behold the Lord slayeth the wicked to bring forth his righteous purposes. It is better that one man should perish than that a nation should dwindle and perish in unbelief., behold the lord slayeth the wicked to bring forth his righteous purposes  it is better that one man should perish than that a nation should dwindle and perish in unbelief 
88,Nephi1,4.0,14," And now, when I, Nephi, had heard these words, I remembered the words of the Lord which he spake unto me in the wilderness, saying that", and now  when i  nephi  had heard these words  i remembered the words of the lord which he spake unto me in the wilderness  saying that
89,Nephi1,4.0,15," Yea, and I also thought that they could not keep the commandments of the Lord according to the law of Moses, save they should have the law.", yea  and i also thought that they could not keep the commandments of the lord according to the law of moses  save they should have the law 
90,Nephi1,4.0,16, And I also knew that the law was engraven upon the plates of brass., and i also knew that the law was engraven upon the plates of brass 
91,Nephi1,4.0,17," And again, I knew that the Lord had delivered Laban into my hands for this cause--that I might obtain the records according to his commandments.", and again  i knew that the lord had delivered laban into my hands for this cause  that i might obtain the records according to his commandments 
92,Nephi1,4.0,18," Therefore I did obey the voice of the Spirit, and took Laban by the hair of the head, and I smote off his head with his own sword.", therefore i did obey the voice of the spirit  and took laban by the hair of the head  and i smote off his head with his own sword 
93,Nephi1,4.0,19," And after I had smitten off his head with his own sword, I took the garments of Laban and put them upon mine own body; yea, even every whit; and I did gird on his armor about my loins.", and after i had smitten off his head with his own sword  i took the garments of laban and put them upon mine own body  yea  even every whit  and i did gird on his armor about my loins 
94,Nephi1,4.0,20," And after I had done this, I went forth unto the treasury of Laban. And as I went forth towards the treasury of Laban, behold, I saw the servant of Laban who had the keys of the treasury. And I commanded him in the voice of Laban, that he should go with me into the treasury.", and after i had done this  i went forth unto the treasury of laban  and as i went forth towards the treasury of laban  behold  i saw the servant of laban who had the keys of the treasury  and i commanded him in the voice of laban  that he should go with me into the treasury 
95,Nephi1,4.0,21," And he supposed me to be his master, Laban, for he beheld the garments and also the sword girded about my loins.", and he supposed me to be his master  laban  for he beheld the garments and also the sword girded about my loins 
96,Nephi1,4.0,22," And he spake unto me concerning the elders of the Jews, he knowing that his master, Laban, had been out by night among them.", and he spake unto me concerning the elders of the jews  he knowing that his master  laban  had been out by night among them 
97,Nephi1,4.0,23, And I spake unto him as if it had been Laban., and i spake unto him as if it had been laban 
98,Nephi1,4.0,24," And I also spake unto him that I should carry the engravings, which were upon the plates of brass, to my elder brethren, who were without the walls.", and i also spake unto him that i should carry the engravings  which were upon the plates of brass  to my elder brethren  who were without the walls 
99,Nephi1,4.0,25, And I also bade him that he should follow me., and i also bade him that he should follow me 
100,Nephi1,4.0,26," And he, supposing that I spake of the brethren of the church, and that I was truly that Laban whom I had slain, wherefore he did follow me.", and he  supposing that i spake of the brethren of the church  and that i was truly that laban whom i had slain  wherefore he did follow me 
101,Nephi1,4.0,27," And he spake unto me many times concerning the elders of the Jews, as I went forth unto my brethren, who were without the walls.", and he spake unto me many times concerning the elders of the jews  as i went forth unto my brethren  who were without the walls 
102,Nephi1,4.0,28," And it came to pass that when Laman saw me he was exceedingly frightened, and also Lemuel and Sam. And they fled from before my presence; for they supposed it was Laban, and that he had slain me and had sought to take away their lives also.", and it came to pass that when laman saw me he was exceedingly frightened  and also lemuel and sam  and they fled from before my presence  for they supposed it was laban  and that he had slain me and had sought to take away their lives also 
103,Nephi1,4.0,29," And it came to pass that I called after them, and they did hear me; wherefore they did cease to flee from my presence.", and it came to pass that i called after them  and they did hear me  wherefore they did cease to flee from my presence 
104,Nephi1,4.0,30," And it came to pass that when the servant of Laban beheld my brethren he began to tremble, and was about to flee from before me and return to the city of Jerusalem.", and it came to pass that when the servant of laban beheld my brethren he began to tremble  and was about to flee from before me and return to the city of jerusalem 
105,Nephi1,4.0,31," And now I, Nephi, being a man large in stature, and also having received much strength of the Lord, therefore I did seize upon the servant of Laban, and held him, that he should not flee.", and now i  nephi  being a man large in stature  and also having received much strength of the lord  therefore i did seize upon the servant of laban  and held him  that he should not flee 
106,Nephi1,4.0,32," And it came to pass that I spake with him, that if he would hearken unto my words, as the Lord liveth, and as I live, even so that if he would hearken unto our words, we would spare his life.", and it came to pass that i spake with him  that if he would hearken unto my words  as the lord liveth  and as i live  even so that if he would hearken unto our words  we would spare his life 
107,Nephi1,4.0,33," And I spake unto him, even with an oath, that he need not fear; that he should be a free man like unto us if he would go down in the wilderness with us.", and i spake unto him  even with an oath  that he need not fear  that he should be a free man like unto us if he would go down in the wilderness with us 
108,Nephi1,4.0,34," And I also spake unto him, saying", and i also spake unto him  saying
109,Nephi1,4.0,35," And it came to pass that Zoram did take courage at the words which I spake. Now Zoram was the name of the servant; and he promised that he would go down into the wilderness unto our father. Yea, and he also made an oath unto us that he would tarry with us from that time forth.", and it came to pass that zoram did take courage at the words which i spake  now zoram was the name of the servant  and he promised that he would go down into the wilderness unto our father  yea  and he also made an oath unto us that he would tarry with us from that time forth 
110,Nephi1,4.0,36," Now we were desirous that he should tarry with us for this cause, that the Jews might not know concerning our flight into the wilderness, lest they should pursue us and destroy us.", now we were desirous that he should tarry with us for this cause  that the jews might not know concerning our flight into the wilderness  lest they should pursue us and destroy us 
111,Nephi1,4.0,37," And it came to pass that when Zoram had made an oath unto us, our fears did cease concerning him.", and it came to pass that when zoram had made an oath unto us  our fears did cease concerning him 
112,Nephi1,4.0,38," And it came to pass that we took the plates of brass and the servant of Laban, and departed into the wilderness, and journeyed unto the tent of our father.", and it came to pass that we took the plates of brass and the servant of laban  and departed into the wilderness  and journeyed unto the tent of our father 
113,Nephi1,5.0,1,"And it came to pass that after we had come down into the wilderness unto our father, behold, he was filled with joy, and also my mother, Sariah, was exceedingly glad, for she truly had mourned because of us.",and it came to pass that after we had come down into the wilderness unto our father  behold  he was filled with joy  and also my mother  sariah  was exceedingly glad  for she truly had mourned because of us 
114,Nephi1,5.0,2,"For she had supposed that we had perished in the wilderness; and she also had complained against my father, telling him that he was a visionary man; saying",for she had supposed that we had perished in the wilderness  and she also had complained against my father  telling him that he was a visionary man  saying
115,Nephi1,5.0,3,And after this manner of language had my mother complained against my father.,and after this manner of language had my mother complained against my father 
116,Nephi1,5.0,4,"And it had come to pass that my father spake unto her, saying",and it had come to pass that my father spake unto her  saying
117,Nephi1,5.0,5,"But behold, I have obtained a land of promise, in the which things I do rejoice; yea, and I know that the Lord will deliver my sons out of the hands of Laban, and bring them down again unto us in the wilderness.",but behold  i have obtained a land of promise  in the which things i do rejoice  yea  and i know that the lord will deliver my sons out of the hands of laban  and bring them down again unto us in the wilderness 
118,Nephi1,5.0,6,"And after this manner of language did my father, Lehi, comfort my mother, Sariah, concerning us, while we journeyed in the wilderness up to the land of Jerusalem, to obtain the record of the Jews.",and after this manner of language did my father  lehi  comfort my mother  sariah  concerning us  while we journeyed in the wilderness up to the land of jerusalem  to obtain the record of the jews 
119,Nephi1,5.0,7,"And when we had returned to the tent of my father, behold their joy was full, and my mother was comforted.",and when we had returned to the tent of my father  behold their joy was full  and my mother was comforted 
120,Nephi1,5.0,8,"And she spake, saying",and she spake  saying
